image_path,true_label,pred_label,correct,prob_Authentic,prob_Forged
dataset\columbia\train\Authentic\AU_SS_O_048.bmp,Authentic,Authentic,1,0.9312705,0.06872952
dataset\columbia\train\Authentic\AU_SS_O_049.bmp,Authentic,Authentic,1,0.9978357,0.0021642838
dataset\columbia\train\Authentic\AU_SS_O_050.bmp,Authentic,Authentic,1,0.94923854,0.05076143
dataset\columbia\train\Authentic\AU_SS_O_051.bmp,Authentic,Authentic,1,0.6799547,0.32004526
dataset\columbia\train\Authentic\AU_SS_O_053.bmp,Authentic,Authentic,1,0.993419,0.006581006
dataset\columbia\train\Authentic\AU_SS_O_055.bmp,Authentic,Authentic,1,0.976757,0.023243034
dataset\columbia\train\Authentic\AU_SS_O_056.bmp,Authentic,Authentic,1,0.902303,0.09769703
dataset\columbia\train\Authentic\AU_SS_O_057.bmp,Authentic,Authentic,1,0.90047556,0.09952442
dataset\columbia\train\Authentic\AU_SS_O_058.bmp,Authentic,Authentic,1,0.9963671,0.0036328337
dataset\columbia\train\Authentic\AU_SS_O_059.bmp,Authentic,Authentic,1,0.99448204,0.0055179438
dataset\columbia\train\Authentic\AU_SS_O_060.bmp,Authentic,Authentic,1,0.9879177,0.012082319
dataset\columbia\train\Authentic\AU_SS_O_061.bmp,Authentic,Authentic,1,0.96851885,0.031481203
dataset\columbia\train\Authentic\AU_SS_O_062.bmp,Authentic,Authentic,1,0.957739,0.04226105
dataset\columbia\train\Authentic\AU_SS_O_064.bmp,Authentic,Authentic,1,0.9757817,0.024218302
dataset\columbia\train\Authentic\AU_SS_O_065.bmp,Authentic,Authentic,1,0.96864665,0.03135335
dataset\columbia\train\Authentic\AU_SS_O_066.bmp,Authentic,Authentic,1,0.99168396,0.008316014
dataset\columbia\train\Authentic\AU_SS_O_068.bmp,Authentic,Authentic,1,0.9986552,0.001344797
dataset\columbia\train\Authentic\AU_SS_O_069.bmp,Authentic,Authentic,1,0.98700964,0.01299034
dataset\columbia\train\Authentic\AU_SS_O_071.bmp,Authentic,Authentic,1,0.9107791,0.08922088
dataset\columbia\train\Authentic\AU_SS_O_072.bmp,Authentic,Authentic,1,0.9537782,0.046221763
dataset\columbia\train\Authentic\AU_SS_O_073.bmp,Authentic,Authentic,1,0.99860954,0.001390397
dataset\columbia\train\Authentic\AU_SS_O_074.bmp,Authentic,Authentic,1,0.94875467,0.051245283
dataset\columbia\train\Authentic\AU_SS_O_075.bmp,Authentic,Authentic,1,0.9801853,0.019814672
dataset\columbia\train\Authentic\AU_SS_O_076.bmp,Authentic,Authentic,1,0.99186486,0.008135098
dataset\columbia\train\Authentic\AU_SS_V_001.bmp,Authentic,Authentic,1,0.95653987,0.043460142
dataset\columbia\train\Authentic\AU_SS_V_002.bmp,Authentic,Authentic,1,0.9727377,0.027262285
dataset\columbia\train\Authentic\AU_SS_V_003.bmp,Authentic,Authentic,1,0.97105867,0.028941298
dataset\columbia\train\Authentic\AU_SS_V_005.bmp,Authentic,Authentic,1,0.99087346,0.00912656
dataset\columbia\train\Authentic\AU_SS_V_006.bmp,Authentic,Authentic,1,0.99562645,0.0043734824
dataset\columbia\train\Authentic\AU_SS_V_008.bmp,Authentic,Authentic,1,0.93153876,0.06846125
dataset\columbia\train\Authentic\AU_SS_V_009.bmp,Authentic,Authentic,1,0.9853939,0.014606156
dataset\columbia\train\Authentic\AU_SS_V_010.bmp,Authentic,Authentic,1,0.98563355,0.01436642
dataset\columbia\train\Authentic\AU_SS_V_011.bmp,Authentic,Authentic,1,0.97931975,0.02068022
dataset\columbia\train\Authentic\AU_SS_V_012.bmp,Authentic,Authentic,1,0.9975297,0.0024703874
dataset\columbia\train\Authentic\AU_SS_V_013.bmp,Authentic,Authentic,1,0.99562645,0.0043734824
dataset\columbia\train\Authentic\AU_SS_V_014.bmp,Authentic,Authentic,1,0.9975344,0.0024655717
dataset\columbia\train\Authentic\AU_SS_V_015.bmp,Authentic,Authentic,1,0.99083155,0.009168467
dataset\columbia\train\Authentic\AU_SS_V_016.bmp,Authentic,Authentic,1,0.706215,0.29378495
dataset\columbia\train\Authentic\AU_SS_V_017.bmp,Authentic,Authentic,1,0.9950203,0.0049797744
dataset\columbia\train\Authentic\AU_SS_V_020.bmp,Authentic,Authentic,1,0.9863849,0.013615122
dataset\columbia\train\Authentic\AU_SS_V_023.bmp,Authentic,Authentic,1,0.9941155,0.005884448
dataset\columbia\train\Authentic\AU_SS_V_024.bmp,Authentic,Authentic,1,0.9900727,0.009927219
dataset\columbia\train\Authentic\AU_SS_V_025.bmp,Authentic,Authentic,1,0.9804937,0.019506244
dataset\columbia\train\Authentic\AU_SS_V_027.bmp,Authentic,Authentic,1,0.9771492,0.02285083
dataset\columbia\train\Authentic\AU_SS_V_031.bmp,Authentic,Authentic,1,0.9881143,0.011885754
dataset\columbia\train\Authentic\AU_SS_V_032.bmp,Authentic,Authentic,1,0.99612963,0.003870402
dataset\columbia\train\Authentic\AU_SS_V_033.bmp,Authentic,Authentic,1,0.9900175,0.009982538
dataset\columbia\train\Authentic\AU_SS_V_034.bmp,Authentic,Authentic,1,0.9917858,0.008214207
dataset\columbia\train\Authentic\AU_SS_V_037.bmp,Authentic,Authentic,1,0.9350827,0.06491735
dataset\columbia\train\Authentic\AU_SS_V_038.bmp,Authentic,Authentic,1,0.9669749,0.033025082
dataset\columbia\train\Authentic\AU_SS_V_039.bmp,Authentic,Authentic,1,0.9944336,0.005566453
dataset\columbia\train\Authentic\AU_S_001.bmp,Authentic,Authentic,1,0.66814154,0.33185846
dataset\columbia\train\Authentic\AU_S_002.bmp,Authentic,Authentic,1,0.7617401,0.23825988
dataset\columbia\train\Authentic\AU_S_004.bmp,Authentic,Authentic,1,0.89406615,0.10593386
dataset\columbia\train\Authentic\AU_S_005.bmp,Authentic,Authentic,1,0.9425492,0.057450734
dataset\columbia\train\Authentic\AU_S_006.bmp,Authentic,Authentic,1,0.9836933,0.016306652
dataset\columbia\train\Authentic\AU_S_007.bmp,Authentic,Authentic,1,0.95309085,0.04690914
dataset\columbia\train\Authentic\AU_S_009.bmp,Authentic,Authentic,1,0.97794014,0.022059837
dataset\columbia\train\Authentic\AU_S_011.bmp,Authentic,Authentic,1,0.9770231,0.022976933
dataset\columbia\train\Authentic\AU_S_012.bmp,Authentic,Authentic,1,0.68338966,0.3166104
dataset\columbia\train\Authentic\AU_S_013.bmp,Authentic,Authentic,1,0.97458017,0.025419798
dataset\columbia\train\Authentic\AU_S_015.bmp,Authentic,Authentic,1,0.96925306,0.030746914
dataset\columbia\train\Authentic\AU_S_016.bmp,Authentic,Authentic,1,0.9905357,0.009464281
dataset\columbia\train\Authentic\AU_S_017.bmp,Authentic,Authentic,1,0.9848322,0.015167802
dataset\columbia\train\Authentic\AU_S_018.bmp,Authentic,Authentic,1,0.9899711,0.010028902
dataset\columbia\train\Authentic\AU_S_023.bmp,Authentic,Authentic,1,0.6419302,0.3580698
dataset\columbia\train\Authentic\AU_S_025.bmp,Authentic,Authentic,1,0.9883101,0.011689969
dataset\columbia\train\Authentic\AU_S_026.bmp,Authentic,Authentic,1,0.99253863,0.0074613285
dataset\columbia\train\Authentic\AU_S_027.bmp,Authentic,Authentic,1,0.89103377,0.10896622
dataset\columbia\train\Authentic\AU_S_028.bmp,Authentic,Authentic,1,0.8420272,0.15797287
dataset\columbia\train\Authentic\AU_S_029.bmp,Authentic,Authentic,1,0.99300176,0.006998263
dataset\columbia\train\Authentic\AU_S_031.bmp,Authentic,Authentic,1,0.94128513,0.05871483
dataset\columbia\train\Authentic\AU_S_032.bmp,Authentic,Authentic,1,0.9882464,0.0117536485
dataset\columbia\train\Authentic\AU_S_033.bmp,Authentic,Authentic,1,0.9957396,0.0042604334
dataset\columbia\train\Authentic\AU_S_034.bmp,Authentic,Authentic,1,0.8732727,0.12672728
dataset\columbia\train\Authentic\AU_S_036.bmp,Authentic,Authentic,1,0.9919299,0.008070095
dataset\columbia\train\Authentic\AU_S_038.bmp,Authentic,Authentic,1,0.89031696,0.10968302
dataset\columbia\train\Authentic\AU_S_044.bmp,Authentic,Authentic,1,0.74914116,0.25085884
dataset\columbia\train\Authentic\AU_S_045.bmp,Authentic,Authentic,1,0.8868022,0.11319777
dataset\columbia\train\Authentic\AU_S_046.bmp,Authentic,Authentic,1,0.91615975,0.083840266
dataset\columbia\train\Authentic\AU_S_048.bmp,Authentic,Authentic,1,0.8632245,0.13677542
dataset\columbia\train\Authentic\AU_S_049.bmp,Authentic,Authentic,1,0.8725687,0.12743127
dataset\columbia\train\Authentic\AU_S_050.bmp,Authentic,Authentic,1,0.6726096,0.32739043
dataset\columbia\train\Authentic\AU_S_052.bmp,Authentic,Authentic,1,0.99403065,0.0059693363
dataset\columbia\train\Authentic\AU_S_053.bmp,Authentic,Authentic,1,0.8639388,0.13606124
dataset\columbia\train\Authentic\AU_S_H_001.bmp,Authentic,Authentic,1,0.95556176,0.044438276
dataset\columbia\train\Authentic\AU_S_H_003.bmp,Authentic,Authentic,1,0.9886036,0.011396453
dataset\columbia\train\Authentic\AU_S_H_007.bmp,Authentic,Authentic,1,0.9949181,0.0050819437
dataset\columbia\train\Authentic\AU_S_H_008.bmp,Authentic,Authentic,1,0.9843391,0.015660826
dataset\columbia\train\Authentic\AU_S_H_009.bmp,Authentic,Forged,0,0.27508634,0.72491366
dataset\columbia\train\Authentic\AU_S_H_011.bmp,Authentic,Authentic,1,0.94945675,0.050543196
dataset\columbia\train\Authentic\AU_S_H_012.bmp,Authentic,Authentic,1,0.9894224,0.010577568
dataset\columbia\train\Authentic\AU_S_H_013.bmp,Authentic,Authentic,1,0.97655004,0.023449978
dataset\columbia\train\Authentic\AU_S_H_014.bmp,Authentic,Authentic,1,0.997523,0.0024769409
dataset\columbia\train\Authentic\AU_S_H_017.bmp,Authentic,Authentic,1,0.9792691,0.020730933
dataset\columbia\train\Authentic\AU_S_H_018.bmp,Authentic,Authentic,1,0.8860776,0.1139224
dataset\columbia\train\Authentic\AU_S_H_019.bmp,Authentic,Authentic,1,0.9393746,0.060625397
dataset\columbia\train\Authentic\AU_S_H_020.bmp,Authentic,Authentic,1,0.9869112,0.013088765
dataset\columbia\train\Authentic\AU_S_H_021.bmp,Authentic,Authentic,1,0.98532826,0.014671697
dataset\columbia\train\Authentic\AU_S_H_023.bmp,Authentic,Authentic,1,0.997359,0.00264104
dataset\columbia\train\Authentic\AU_S_H_027.bmp,Authentic,Authentic,1,0.99263763,0.007362312
dataset\columbia\train\Authentic\AU_S_H_028.bmp,Authentic,Authentic,1,0.9866137,0.0133863045
dataset\columbia\train\Authentic\AU_S_H_029.bmp,Authentic,Authentic,1,0.97014433,0.029855713
dataset\columbia\train\Authentic\AU_S_H_032.bmp,Authentic,Authentic,1,0.98847497,0.011525042
dataset\columbia\train\Authentic\AU_S_H_033.bmp,Authentic,Authentic,1,0.9957657,0.0042343494
dataset\columbia\train\Authentic\AU_S_H_034.bmp,Authentic,Authentic,1,0.9938245,0.0061755176
dataset\columbia\train\Authentic\AU_S_H_036.bmp,Authentic,Authentic,1,0.95429087,0.045709096
dataset\columbia\train\Authentic\AU_S_H_037.bmp,Authentic,Authentic,1,0.8775742,0.122425795
dataset\columbia\train\Authentic\AU_S_H_038.bmp,Authentic,Authentic,1,0.99400914,0.00599083
dataset\columbia\train\Authentic\AU_S_H_040.bmp,Authentic,Authentic,1,0.9974336,0.0025664151
dataset\columbia\train\Authentic\AU_S_H_041.bmp,Authentic,Authentic,1,0.99202806,0.007971952
dataset\columbia\train\Authentic\AU_S_H_044.bmp,Authentic,Authentic,1,0.98821986,0.011780106
dataset\columbia\train\Authentic\AU_S_H_045.bmp,Authentic,Authentic,1,0.8465191,0.15348096
dataset\columbia\train\Authentic\AU_S_H_046.bmp,Authentic,Authentic,1,0.9975782,0.0024217856
dataset\columbia\train\Authentic\AU_S_H_047.bmp,Authentic,Forged,0,0.2755696,0.72443044
dataset\columbia\train\Authentic\AU_S_H_049.bmp,Authentic,Authentic,1,0.99579877,0.0042011966
dataset\columbia\train\Authentic\AU_S_H_050.bmp,Authentic,Authentic,1,0.99486154,0.005138478
dataset\columbia\train\Authentic\AU_TS_H_001.bmp,Authentic,Authentic,1,0.8805243,0.11947567
dataset\columbia\train\Authentic\AU_TS_H_002.bmp,Authentic,Authentic,1,0.90064275,0.099357225
dataset\columbia\train\Authentic\AU_TS_H_003.bmp,Authentic,Authentic,1,0.96714836,0.032851573
dataset\columbia\train\Authentic\AU_TS_H_004.bmp,Authentic,Authentic,1,0.99841,0.0015900296
dataset\columbia\train\Authentic\AU_TS_H_006.bmp,Authentic,Authentic,1,0.99877447,0.0012254589
dataset\columbia\train\Authentic\AU_TS_H_008.bmp,Authentic,Authentic,1,0.9951988,0.004801217
dataset\columbia\train\Authentic\AU_TS_H_009.bmp,Authentic,Authentic,1,0.99512047,0.0048794774
dataset\columbia\train\Authentic\AU_TS_H_011.bmp,Authentic,Authentic,1,0.9803053,0.019694718
dataset\columbia\train\Authentic\AU_TS_H_012.bmp,Authentic,Authentic,1,0.996212,0.0037879937
dataset\columbia\train\Authentic\AU_TS_H_013.bmp,Authentic,Authentic,1,0.8639011,0.13609897
dataset\columbia\train\Authentic\AU_TS_H_014.bmp,Authentic,Authentic,1,0.9548991,0.045100864
dataset\columbia\train\Authentic\AU_TS_H_016.bmp,Authentic,Authentic,1,0.8563363,0.14366364
dataset\columbia\train\Authentic\AU_TS_H_019.bmp,Authentic,Authentic,1,0.99015814,0.009841828
dataset\columbia\train\Authentic\AU_TS_H_020.bmp,Authentic,Authentic,1,0.9167552,0.08324477
dataset\columbia\train\Authentic\AU_TS_H_021.bmp,Authentic,Authentic,1,0.93244976,0.067550205
dataset\columbia\train\Authentic\AU_TS_H_022.bmp,Authentic,Authentic,1,0.9257742,0.07422577
dataset\columbia\train\Authentic\AU_TS_H_023.bmp,Authentic,Authentic,1,0.8730712,0.1269288
dataset\columbia\train\Authentic\AU_TS_H_024.bmp,Authentic,Authentic,1,0.9590408,0.040959235
dataset\columbia\train\Authentic\AU_TS_H_025.bmp,Authentic,Authentic,1,0.83170074,0.16829923
dataset\columbia\train\Authentic\AU_TS_H_026.bmp,Authentic,Authentic,1,0.79221493,0.20778506
dataset\columbia\train\Authentic\AU_TS_H_027.bmp,Authentic,Authentic,1,0.93746966,0.06253027
dataset\columbia\train\Authentic\AU_TS_H_028.bmp,Authentic,Authentic,1,0.9500529,0.04994705
dataset\columbia\train\Authentic\AU_TS_H_029.bmp,Authentic,Authentic,1,0.924058,0.07594194
dataset\columbia\train\Authentic\AU_TS_H_030.bmp,Authentic,Authentic,1,0.9532741,0.046725865
dataset\columbia\train\Authentic\AU_TS_H_032.bmp,Authentic,Authentic,1,0.9255004,0.07449961
dataset\columbia\train\Authentic\AU_TS_H_034.bmp,Authentic,Authentic,1,0.913626,0.08637398
dataset\columbia\train\Authentic\AU_TS_H_036.bmp,Authentic,Authentic,1,0.98753756,0.012462434
dataset\columbia\train\Authentic\AU_TS_H_037.bmp,Authentic,Authentic,1,0.9889579,0.011042128
dataset\columbia\train\Authentic\AU_TS_H_038.bmp,Authentic,Authentic,1,0.95968395,0.04031606
dataset\columbia\train\Authentic\AU_TS_H_040.bmp,Authentic,Authentic,1,0.9509656,0.049034398
dataset\columbia\train\Authentic\AU_TS_H_041.bmp,Authentic,Authentic,1,0.96134764,0.038652346
dataset\columbia\train\Authentic\AU_TS_H_042.bmp,Authentic,Authentic,1,0.94578296,0.054216977
dataset\columbia\train\Authentic\AU_TS_H_043.bmp,Authentic,Authentic,1,0.9709555,0.02904449
dataset\columbia\train\Authentic\AU_TS_H_044.bmp,Authentic,Authentic,1,0.90064275,0.099357225
dataset\columbia\train\Authentic\AU_TS_H_047.bmp,Authentic,Authentic,1,0.8977234,0.10227664
dataset\columbia\train\Authentic\AU_TS_H_048.bmp,Authentic,Authentic,1,0.8721732,0.12782677
dataset\columbia\train\Authentic\AU_TS_H_051.bmp,Authentic,Authentic,1,0.9646915,0.035308454
dataset\columbia\train\Authentic\AU_TS_H_055.bmp,Authentic,Authentic,1,0.9014663,0.098533675
dataset\columbia\train\Authentic\AU_TS_H_058.bmp,Authentic,Authentic,1,0.9814851,0.018514859
dataset\columbia\train\Authentic\AU_TS_H_061.bmp,Authentic,Authentic,1,0.97723603,0.022763897
dataset\columbia\train\Authentic\AU_TS_H_062.bmp,Authentic,Authentic,1,0.9749103,0.025089707
dataset\columbia\train\Authentic\AU_TS_H_063.bmp,Authentic,Authentic,1,0.9959006,0.0040993863
dataset\columbia\train\Authentic\AU_TS_H_064.bmp,Authentic,Authentic,1,0.9958988,0.004101217
dataset\columbia\train\Authentic\AU_TS_H_065.bmp,Authentic,Authentic,1,0.958818,0.04118195
dataset\columbia\train\Authentic\AU_TS_H_067.bmp,Authentic,Authentic,1,0.9534689,0.046531066
dataset\columbia\train\Authentic\AU_TS_H_068.bmp,Authentic,Authentic,1,0.96467954,0.035320472
dataset\columbia\train\Authentic\AU_TS_H_069.bmp,Authentic,Authentic,1,0.95685726,0.04314274
dataset\columbia\train\Authentic\AU_TS_H_070.bmp,Authentic,Authentic,1,0.9594964,0.040503584
dataset\columbia\train\Authentic\AU_TS_H_071.bmp,Authentic,Authentic,1,0.971814,0.028186016
dataset\columbia\train\Authentic\AU_TS_H_072.bmp,Authentic,Authentic,1,0.9851125,0.014887534
dataset\columbia\train\Authentic\AU_TS_H_073.bmp,Authentic,Authentic,1,0.88255644,0.117443606
dataset\columbia\train\Authentic\AU_TS_H_074.bmp,Authentic,Authentic,1,0.93205816,0.067941844
dataset\columbia\train\Authentic\AU_TS_H_075.bmp,Authentic,Authentic,1,0.730955,0.26904503
dataset\columbia\train\Authentic\AU_TS_H_076.bmp,Authentic,Authentic,1,0.9503377,0.049662266
dataset\columbia\train\Authentic\AU_TS_H_077.bmp,Authentic,Authentic,1,0.95799255,0.042007465
dataset\columbia\train\Authentic\AU_TS_H_078.bmp,Authentic,Authentic,1,0.9359246,0.06407538
dataset\columbia\train\Authentic\AU_TS_H_082.bmp,Authentic,Authentic,1,0.8431115,0.15688846
dataset\columbia\train\Authentic\AU_TS_H_083.bmp,Authentic,Authentic,1,0.9259634,0.07403658
dataset\columbia\train\Authentic\AU_TS_H_085.bmp,Authentic,Authentic,1,0.897742,0.102258
dataset\columbia\train\Authentic\AU_TS_H_086.bmp,Authentic,Authentic,1,0.85060096,0.14939904
dataset\columbia\train\Authentic\AU_TS_H_088.bmp,Authentic,Authentic,1,0.95398676,0.04601327
dataset\columbia\train\Authentic\AU_TS_H_089.bmp,Authentic,Authentic,1,0.96134764,0.038652346
dataset\columbia\train\Authentic\AU_TS_H_090.bmp,Authentic,Authentic,1,0.9090567,0.090943344
dataset\columbia\train\Authentic\AU_TS_H_091.bmp,Authentic,Authentic,1,0.90041673,0.09958329
dataset\columbia\train\Authentic\AU_TS_H_092.bmp,Authentic,Authentic,1,0.92554104,0.07445898
dataset\columbia\train\Authentic\AU_TS_H_093.bmp,Authentic,Authentic,1,0.8629344,0.13706553
dataset\columbia\train\Authentic\AU_TS_H_094.bmp,Authentic,Authentic,1,0.9740448,0.025955187
dataset\columbia\train\Authentic\AU_TS_H_095.bmp,Authentic,Authentic,1,0.9634627,0.03653732
dataset\columbia\train\Authentic\AU_TS_H_096.bmp,Authentic,Authentic,1,0.9730468,0.026953282
dataset\columbia\train\Authentic\AU_TS_H_098.bmp,Authentic,Authentic,1,0.944024,0.055975914
dataset\columbia\train\Authentic\AU_TS_H_102.bmp,Authentic,Authentic,1,0.96174145,0.038258586
dataset\columbia\train\Authentic\AU_TS_H_103.bmp,Authentic,Authentic,1,0.90611434,0.09388565
dataset\columbia\train\Authentic\AU_TS_H_105.bmp,Authentic,Authentic,1,0.9873406,0.012659322
dataset\columbia\train\Authentic\AU_TS_H_106.bmp,Authentic,Authentic,1,0.9827984,0.017201569
dataset\columbia\train\Authentic\AU_TS_H_107.bmp,Authentic,Authentic,1,0.9939871,0.0060129194
dataset\columbia\train\Authentic\AU_TS_H_109.bmp,Authentic,Authentic,1,0.9881539,0.01184617
dataset\columbia\train\Authentic\AU_TS_H_110.bmp,Authentic,Authentic,1,0.99813,0.0018700468
dataset\columbia\train\Authentic\AU_TS_H_111.bmp,Authentic,Authentic,1,0.9709555,0.02904449
dataset\columbia\train\Authentic\AU_TS_H_114.bmp,Authentic,Authentic,1,0.9841665,0.01583352
dataset\columbia\train\Authentic\AU_TS_H_116.bmp,Authentic,Authentic,1,0.99419147,0.0058085485
dataset\columbia\train\Authentic\AU_TS_H_117.bmp,Authentic,Authentic,1,0.9878493,0.012150684
dataset\columbia\train\Authentic\AU_TS_H_118.bmp,Authentic,Authentic,1,0.9982508,0.0017492106
dataset\columbia\train\Authentic\AU_TS_H_119.bmp,Authentic,Authentic,1,0.99790657,0.002093454
dataset\columbia\train\Authentic\AU_TS_H_120.bmp,Authentic,Authentic,1,0.9828955,0.017104492
dataset\columbia\train\Authentic\AU_TS_H_121.bmp,Authentic,Authentic,1,0.9349871,0.0650129
dataset\columbia\train\Authentic\AU_TS_O_002.bmp,Authentic,Authentic,1,0.9684058,0.03159423
dataset\columbia\train\Authentic\AU_TS_O_003.bmp,Authentic,Authentic,1,0.8369588,0.1630412
dataset\columbia\train\Authentic\AU_TS_O_004.bmp,Authentic,Authentic,1,0.9480788,0.0519212
dataset\columbia\train\Authentic\AU_TS_O_005.bmp,Authentic,Authentic,1,0.9871694,0.012830669
dataset\columbia\train\Authentic\AU_TS_O_007.bmp,Authentic,Authentic,1,0.8638652,0.13613485
dataset\columbia\train\Authentic\AU_TS_O_009.bmp,Authentic,Authentic,1,0.8029157,0.19708428
dataset\columbia\train\Authentic\AU_TS_O_010.bmp,Authentic,Authentic,1,0.86685574,0.13314427
dataset\columbia\train\Authentic\AU_TS_O_012.bmp,Authentic,Authentic,1,0.92226356,0.0777364
dataset\columbia\train\Authentic\AU_TS_O_013.bmp,Authentic,Authentic,1,0.930337,0.06966297
dataset\columbia\train\Authentic\AU_TS_O_015.bmp,Authentic,Authentic,1,0.92507994,0.074920036
dataset\columbia\train\Authentic\AU_TS_O_016.bmp,Authentic,Authentic,1,0.62010366,0.37989634
dataset\columbia\train\Authentic\AU_TS_O_017.bmp,Authentic,Authentic,1,0.9758389,0.024161108
dataset\columbia\train\Authentic\AU_TS_O_019.bmp,Authentic,Authentic,1,0.97279185,0.027208108
dataset\columbia\train\Authentic\AU_TS_O_020.bmp,Authentic,Authentic,1,0.92346203,0.076537974
dataset\columbia\train\Authentic\AU_TS_O_021.bmp,Authentic,Authentic,1,0.89376247,0.10623748
dataset\columbia\train\Authentic\AU_TS_O_023.bmp,Authentic,Authentic,1,0.6288555,0.3711445
dataset\columbia\train\Authentic\AU_TS_O_025.bmp,Authentic,Authentic,1,0.99621326,0.0037866803
dataset\columbia\train\Authentic\AU_TS_O_026.bmp,Authentic,Authentic,1,0.885886,0.114114
dataset\columbia\train\Authentic\AU_TS_O_030.bmp,Authentic,Authentic,1,0.9986829,0.0013170507
dataset\columbia\train\Authentic\AU_TS_O_032.bmp,Authentic,Authentic,1,0.9912952,0.008704774
dataset\columbia\train\Authentic\AU_TS_O_033.bmp,Authentic,Authentic,1,0.8945332,0.10546673
dataset\columbia\train\Authentic\AU_TS_O_034.bmp,Authentic,Authentic,1,0.96532536,0.03467466
dataset\columbia\train\Authentic\AU_TS_O_035.bmp,Authentic,Authentic,1,0.96451503,0.03548503
dataset\columbia\train\Authentic\AU_TS_O_036.bmp,Authentic,Authentic,1,0.86715055,0.13284943
dataset\columbia\train\Authentic\AU_TS_O_037.bmp,Authentic,Authentic,1,0.90764266,0.09235728
dataset\columbia\train\Authentic\AU_TS_O_039.bmp,Authentic,Authentic,1,0.81245977,0.18754025
dataset\columbia\train\Authentic\AU_TS_O_041.bmp,Authentic,Forged,0,0.21533644,0.78466356
dataset\columbia\train\Authentic\AU_TS_O_042.bmp,Authentic,Authentic,1,0.95500684,0.044993185
dataset\columbia\train\Authentic\AU_TS_O_043.bmp,Authentic,Authentic,1,0.977945,0.022054993
dataset\columbia\train\Authentic\AU_TS_O_044.bmp,Authentic,Authentic,1,0.9901682,0.009831786
dataset\columbia\train\Authentic\AU_TS_O_045.bmp,Authentic,Authentic,1,0.9981646,0.0018354179
