image_path,true_label,pred_label,correct,prob_Authentic,prob_Forged
dataset\MICC-f2000\train\Authentic\DSC_0173_01_scale.jpg,Authentic,Authentic,1,0.946524,0.053475954
dataset\MICC-f2000\train\Authentic\DSC_0173_scale.jpg,Authentic,Authentic,1,0.9923685,0.0076315384
dataset\MICC-f2000\train\Authentic\DSC_0174_01_scale.jpg,Authentic,Authentic,1,0.987158,0.012842004
dataset\MICC-f2000\train\Authentic\DSC_0175_01_scale.jpg,Authentic,Authentic,1,0.9625095,0.03749047
dataset\MICC-f2000\train\Authentic\DSC_0175_scale.jpg,Authentic,Authentic,1,0.8559198,0.14408025
dataset\MICC-f2000\train\Authentic\DSC_0176_01_scale.jpg,Authentic,Authentic,1,0.9620247,0.03797532
dataset\MICC-f2000\train\Authentic\DSC_0176_scale.jpg,Authentic,Authentic,1,0.94042784,0.059572153
dataset\MICC-f2000\train\Authentic\DSC_0177_01_scale.jpg,Authentic,Authentic,1,0.93338406,0.06661596
dataset\MICC-f2000\train\Authentic\DSC_0178_scale.jpg,Authentic,Authentic,1,0.9855136,0.014486381
dataset\MICC-f2000\train\Authentic\DSC_0180_scale.jpg,Authentic,Authentic,1,0.94483936,0.05516066
dataset\MICC-f2000\train\Authentic\DSC_0182_01_scale.jpg,Authentic,Authentic,1,0.9461736,0.05382635
dataset\MICC-f2000\train\Authentic\DSC_0182_scale.jpg,Authentic,Authentic,1,0.80414927,0.19585073
dataset\MICC-f2000\train\Authentic\DSC_0184_scale.jpg,Authentic,Authentic,1,0.9440336,0.055966444
dataset\MICC-f2000\train\Authentic\DSC_0187_scale.jpg,Authentic,Authentic,1,0.83607125,0.16392873
dataset\MICC-f2000\train\Authentic\DSC_0188_01_scale.jpg,Authentic,Authentic,1,0.9571098,0.04289023
dataset\MICC-f2000\train\Authentic\DSC_0188_scale.jpg,Authentic,Authentic,1,0.8721761,0.12782393
dataset\MICC-f2000\train\Authentic\DSC_0189_scale.jpg,Authentic,Authentic,1,0.9450107,0.05498928
dataset\MICC-f2000\train\Authentic\DSC_0190_scale.jpg,Authentic,Authentic,1,0.9434576,0.056542356
dataset\MICC-f2000\train\Authentic\DSC_0191_01_scale.jpg,Authentic,Authentic,1,0.94444907,0.05555093
dataset\MICC-f2000\train\Authentic\DSC_0192_scale.jpg,Authentic,Authentic,1,0.8943568,0.10564321
dataset\MICC-f2000\train\Authentic\DSC_0193_scale.jpg,Authentic,Authentic,1,0.9715973,0.028402716
dataset\MICC-f2000\train\Authentic\DSC_0194_01_scale.jpg,Authentic,Authentic,1,0.95745283,0.042547226
dataset\MICC-f2000\train\Authentic\DSC_0197_scale.jpg,Authentic,Authentic,1,0.9126304,0.08736966
dataset\MICC-f2000\train\Authentic\DSC_0198_01_scale.jpg,Authentic,Authentic,1,0.9390174,0.060982555
dataset\MICC-f2000\train\Authentic\DSC_0198_scale.jpg,Authentic,Authentic,1,0.99211687,0.007883132
dataset\MICC-f2000\train\Authentic\DSC_0199_scale.jpg,Authentic,Authentic,1,0.926451,0.07354897
