image_path,true_label,pred_label,correct,loss,prob_Authentic,prob_Forged
dataset\Comofod Dataset\test\Authentic\016_O_NA2.png,Authentic,Authentic,1,0.4638921618461609,0.6288314,0.37116867
dataset\Comofod Dataset\test\Authentic\017_O_BC1.png,Authentic,Authentic,1,0.001110890181735158,0.99888974,0.0011103252
dataset\Comofod Dataset\test\Authentic\017_O_JC3.jpg,Authentic,Authentic,1,0.0023047570139169693,0.9976979,0.0023021377
dataset\Comofod Dataset\test\Authentic\018_O.png,Authentic,Authentic,1,0.0017728578532114625,0.9982287,0.0017712824
dataset\Comofod Dataset\test\Authentic\018_O_BC1.png,Authentic,Authentic,1,0.002281683497130871,0.9977209,0.0022790853
dataset\Comofod Dataset\test\Authentic\018_O_CA2.png,Authentic,Authentic,1,0.0021344278939068317,0.9978678,0.0021321306
dataset\Comofod Dataset\test\Authentic\018_O_CR1.png,Authentic,Authentic,1,0.0020327160600572824,0.9979693,0.002030644
dataset\Comofod Dataset\test\Authentic\018_O_IB2.png,Authentic,Authentic,1,0.010175259783864021,0.98987633,0.010123648
dataset\Comofod Dataset\test\Authentic\019_O_BC2.png,Authentic,Authentic,1,0.0030411682091653347,0.99696344,0.003036527
dataset\Comofod Dataset\test\Authentic\019_O_CR3.png,Authentic,Authentic,1,0.002506212331354618,0.9974969,0.0025030726
dataset\Comofod Dataset\test\Authentic\019_O_NA1.png,Authentic,Authentic,1,0.001618862384930253,0.99838245,0.0016175506
dataset\Comofod Dataset\test\Authentic\020_O_BC2.png,Authentic,Authentic,1,0.0030411682091653347,0.99696344,0.003036527
dataset\Comofod Dataset\test\Authentic\020_O_BC3.png,Authentic,Authentic,1,0.0028118856716901064,0.9971921,0.002807913
dataset\Comofod Dataset\test\Authentic\020_O_JC4.jpg,Authentic,Authentic,1,0.001262820791453123,0.998738,0.0012619819
dataset\Comofod Dataset\test\Authentic\020_O_JC7.jpg,Authentic,Authentic,1,0.0018206939566880465,0.998181,0.001819032
dataset\Comofod Dataset\test\Authentic\021_O_BC1.png,Authentic,Authentic,1,0.01949530467391014,0.9806935,0.01930647
dataset\Comofod Dataset\test\Authentic\021_O_CA2.png,Authentic,Authentic,1,0.02240382879972458,0.97784525,0.022154715
dataset\Comofod Dataset\test\Authentic\021_O_CR3.png,Authentic,Authentic,1,0.02421412616968155,0.97607666,0.023923295
dataset\Comofod Dataset\test\Authentic\021_O_JC7.jpg,Authentic,Authentic,1,0.023378213867545128,0.97689295,0.023107026
dataset\Comofod Dataset\test\Authentic\021_O_NA1.png,Authentic,Authentic,1,0.0425240732729435,0.9583674,0.041632574
dataset\Comofod Dataset\test\Authentic\021_O_NA3.png,Authentic,Authentic,1,0.047404855489730835,0.9537012,0.04629881
dataset\Comofod Dataset\test\Authentic\022_O_CR1.png,Authentic,Authentic,1,0.19269081950187683,0.82473695,0.1752631
dataset\Comofod Dataset\test\Authentic\022_O_JC7.jpg,Authentic,Authentic,1,0.10844013839960098,0.8972326,0.10276742
dataset\Comofod Dataset\test\Authentic\023_O_BC2.png,Authentic,Authentic,1,0.06763630360364914,0.9346003,0.06539968
dataset\Comofod Dataset\test\Authentic\023_O_CA1.png,Authentic,Authentic,1,0.22338518500328064,0.7998067,0.20019329
dataset\Comofod Dataset\test\Authentic\023_O_CA2.png,Authentic,Authentic,1,0.1986197680234909,0.8198616,0.18013842
dataset\Comofod Dataset\test\Authentic\023_O_JC3.jpg,Authentic,Authentic,1,0.22152194380760193,0.8012983,0.19870168
dataset\Comofod Dataset\test\Authentic\023_O_JC9.jpg,Authentic,Authentic,1,0.2369614690542221,0.7890217,0.21097833
dataset\Comofod Dataset\test\Authentic\024_O_BC1.png,Authentic,Authentic,1,0.008222773671150208,0.9918109,0.008189064
dataset\Comofod Dataset\test\Authentic\024_O_CA1.png,Authentic,Authentic,1,0.008884306065738201,0.991155,0.0088450145
dataset\Comofod Dataset\test\Authentic\025_O_CA1.png,Authentic,Authentic,1,0.005397390574216843,0.99461716,0.0053828545
dataset\Comofod Dataset\test\Authentic\025_O_CA3.png,Authentic,Authentic,1,0.007665031123906374,0.9923643,0.0076357685
dataset\Comofod Dataset\test\Authentic\025_O_IB3.png,Authentic,Authentic,1,0.021360814571380615,0.9788657,0.0211343
dataset\Comofod Dataset\test\Authentic\026_O_CR3.png,Authentic,Authentic,1,0.00035851728171110153,0.99964154,0.0003584028
dataset\Comofod Dataset\test\Authentic\026_O_JC5.jpg,Authentic,Authentic,1,0.00016234986833296716,0.99983764,0.00016234121
dataset\Comofod Dataset\test\Authentic\026_O_JC6.jpg,Authentic,Authentic,1,9.262132516596466e-05,0.9999074,9.260294e-05
dataset\Comofod Dataset\test\Authentic\027_O_CA2.png,Authentic,Authentic,1,0.005200548563152552,0.99481297,0.0051870304
dataset\Comofod Dataset\test\Authentic\027_O_CA3.png,Authentic,Authentic,1,0.001886375597678125,0.9981154,0.0018845522
dataset\Comofod Dataset\test\Authentic\027_O_CR1.png,Authentic,Authentic,1,0.005813950207084417,0.9942029,0.0057971072
dataset\Comofod Dataset\test\Authentic\027_O_CR2.png,Authentic,Authentic,1,0.006737373303622007,0.9932853,0.0067146798
dataset\Comofod Dataset\test\Authentic\027_O_IB1.png,Authentic,Authentic,1,0.018002798780798912,0.9821583,0.01784177
dataset\Comofod Dataset\test\Authentic\027_O_JC3.jpg,Authentic,Authentic,1,0.003483895445242524,0.9965222,0.0034777909
dataset\Comofod Dataset\test\Authentic\027_O_JC8.jpg,Authentic,Authentic,1,0.0025469979736953974,0.99745625,0.002543746
dataset\Comofod Dataset\test\Authentic\028_O.png,Authentic,Authentic,1,0.03709569200873375,0.96358395,0.036416024
dataset\Comofod Dataset\test\Authentic\028_O_IB3.png,Authentic,Authentic,1,0.37709543108940125,0.6858506,0.3141494
dataset\Comofod Dataset\test\Authentic\028_O_JC3.jpg,Authentic,Authentic,1,0.21596461534500122,0.8057638,0.19423616
dataset\Comofod Dataset\test\Authentic\028_O_JC8.jpg,Authentic,Authentic,1,0.18127299845218658,0.8342076,0.16579247
dataset\Comofod Dataset\test\Authentic\028_O_NA3.png,Authentic,Authentic,1,0.5168917775154114,0.59637135,0.40362868
dataset\Comofod Dataset\test\Authentic\029_O_IB1.png,Authentic,Authentic,1,0.00015948931104503572,0.9998405,0.00015950062
dataset\Comofod Dataset\test\Authentic\029_O_JC2.jpg,Authentic,Authentic,1,4.386805812828243e-05,0.99995613,4.387406e-05
dataset\Comofod Dataset\test\Authentic\029_O_JC5.jpg,Authentic,Authentic,1,5.125986263010418e-06,0.9999949,5.108942e-06
dataset\Comofod Dataset\test\Authentic\030_O_CR3.png,Authentic,Authentic,1,0.16488824784755707,0.8479885,0.15201151
dataset\Comofod Dataset\test\Authentic\030_O_IB1.png,Authentic,Authentic,1,0.2078351378440857,0.812341,0.1876591
dataset\Comofod Dataset\test\Authentic\030_O_IB3.png,Authentic,Authentic,1,0.3580372929573059,0.69904697,0.30095303
dataset\Comofod Dataset\test\Authentic\030_O_JC4.jpg,Authentic,Authentic,1,0.3018076717853546,0.73948026,0.26051968
dataset\Comofod Dataset\test\Authentic\030_O_NA2.png,Authentic,Authentic,1,0.20564118027687073,0.8141252,0.18587483
dataset\Comofod Dataset\test\Authentic\031_O_BC3.png,Authentic,Authentic,1,0.0011098184622824192,0.9988908,0.0011092327
dataset\Comofod Dataset\test\Authentic\031_O_JC1.jpg,Authentic,Authentic,1,0.0530279278755188,0.9483535,0.05164645
dataset\Comofod Dataset\test\Authentic\031_O_JC6.jpg,Authentic,Authentic,1,0.015325172804296017,0.98479164,0.015208297
dataset\Comofod Dataset\test\Authentic\033_O_CR2.png,Authentic,Authentic,1,0.018713120371103287,0.98146087,0.018539127
dataset\Comofod Dataset\test\Authentic\033_O_IB3.png,Authentic,Authentic,1,0.08667882531881332,0.91697156,0.08302847
dataset\Comofod Dataset\test\Authentic\033_O_JC4.jpg,Authentic,Authentic,1,0.01972465217113495,0.98046863,0.019531358
dataset\Comofod Dataset\test\Authentic\033_O_JC9.jpg,Authentic,Authentic,1,0.009461207315325737,0.9905834,0.009416601
dataset\Comofod Dataset\test\Authentic\033_O_NA1.png,Authentic,Authentic,1,0.3219299018383026,0.72474897,0.27525097
dataset\Comofod Dataset\test\Authentic\034_O_BC2.png,Authentic,Authentic,1,0.017526745796203613,0.98262596,0.017373996
dataset\Comofod Dataset\test\Authentic\034_O_JC2.jpg,Authentic,Authentic,1,0.012809259817004204,0.98727244,0.012727622
dataset\Comofod Dataset\test\Authentic\034_O_JC3.jpg,Authentic,Authentic,1,0.010440965183079243,0.98961335,0.010386603
dataset\Comofod Dataset\test\Authentic\034_O_JC6.jpg,Authentic,Authentic,1,0.003990901168435812,0.99601704,0.003982972
dataset\Comofod Dataset\test\Authentic\034_O_NA2.png,Authentic,Authentic,1,0.0360153466463089,0.9646255,0.03537446
dataset\Comofod Dataset\test\Authentic\034_O_NA3.png,Authentic,Authentic,1,0.01829487830400467,0.9818715,0.018128574
dataset\Comofod Dataset\test\Authentic\035_O_CR1.png,Authentic,Authentic,1,0.002854085061699152,0.99715,0.002849968
dataset\Comofod Dataset\test\Authentic\035_O_JC6.jpg,Authentic,Authentic,1,0.0036934271920472383,0.9963134,0.0036865843
dataset\Comofod Dataset\test\Authentic\035_O_JC8.jpg,Authentic,Authentic,1,0.003845559898763895,0.9961618,0.0038382025
dataset\Comofod Dataset\test\Authentic\036_O_CA2.png,Authentic,Authentic,1,0.0032664774917066097,0.99673885,0.0032611396
dataset\Comofod Dataset\test\Authentic\036_O_IB3.png,Authentic,Authentic,1,0.025932643562555313,0.9744007,0.025599256
dataset\Comofod Dataset\test\Authentic\036_O_JC1.jpg,Authentic,Authentic,1,0.0038237092085182667,0.9961836,0.0038163948
dataset\Comofod Dataset\test\Authentic\037_O_CA3.png,Authentic,Authentic,1,0.10826984792947769,0.8973854,0.10261455
dataset\Comofod Dataset\test\Authentic\037_O_CR2.png,Authentic,Authentic,1,0.15418344736099243,0.8571148,0.14288522
dataset\Comofod Dataset\test\Authentic\037_O_JC5.jpg,Authentic,Authentic,1,0.21854275465011597,0.8036891,0.19631088
dataset\Comofod Dataset\test\Authentic\037_O_NA3.png,Authentic,Forged,0,1.2982299327850342,0.2730146,0.7269854
dataset\Comofod Dataset\test\Authentic\038_O_BC2.png,Authentic,Authentic,1,0.020827634260058403,0.97938776,0.020612247
dataset\Comofod Dataset\test\Authentic\038_O_JC7.jpg,Authentic,Authentic,1,0.013096270151436329,0.98698914,0.013010898
dataset\Comofod Dataset\test\Authentic\038_O_NA1.png,Authentic,Authentic,1,0.23404166102409363,0.79132885,0.20867111
dataset\Comofod Dataset\test\Authentic\039_O_BC1.png,Authentic,Authentic,1,0.0011450645979493856,0.9988556,0.0011443512
dataset\Comofod Dataset\test\Authentic\039_O_JC2.jpg,Authentic,Authentic,1,0.0019288521725684404,0.998073,0.001927019
dataset\Comofod Dataset\test\Authentic\039_O_JC4.jpg,Authentic,Authentic,1,0.054293543100357056,0.94715405,0.052846
dataset\Comofod Dataset\test\Authentic\040_O_BC1.png,Authentic,Authentic,1,0.0030235787853598595,0.99698097,0.0030189813
dataset\Comofod Dataset\test\Authentic\040_O_NA1.png,Authentic,Authentic,1,0.0037363022565841675,0.99627066,0.0037292726
dataset\Comofod Dataset\test\Authentic\041_O_JC3.jpg,Authentic,Authentic,1,0.0002796259068418294,0.9997204,0.00027960198
dataset\Comofod Dataset\test\Authentic\041_O_JC4.jpg,Authentic,Authentic,1,0.005999769549816847,0.9940182,0.005981804
dataset\Comofod Dataset\test\Authentic\041_O_NA2.png,Authentic,Authentic,1,0.05039089545607567,0.95085764,0.049142376
dataset\Comofod Dataset\test\Authentic\042_O_BC1.png,Authentic,Authentic,1,0.0013722298899665475,0.99862874,0.0013712882
dataset\Comofod Dataset\test\Authentic\042_O_CA3.png,Authentic,Authentic,1,0.002967242617160082,0.9970372,0.0029628696
dataset\Comofod Dataset\test\Authentic\042_O_CR2.png,Authentic,Authentic,1,0.00948234461247921,0.9905625,0.009437534
dataset\Comofod Dataset\test\Authentic\042_O_IB2.png,Authentic,Authentic,1,0.0045493911020457745,0.9954609,0.0045391126
dataset\Comofod Dataset\test\Authentic\042_O_JC4.jpg,Authentic,Authentic,1,0.005999769549816847,0.9940182,0.005981804
dataset\Comofod Dataset\test\Authentic\042_O_NA1.png,Authentic,Forged,0,1.5332084894180298,0.21584204,0.78415793
dataset\Comofod Dataset\test\Authentic\042_O_NA2.png,Authentic,Authentic,1,0.6646666526794434,0.514445,0.485555
dataset\Comofod Dataset\test\Authentic\043_O_JC7.jpg,Authentic,Authentic,1,0.006389664486050606,0.9936307,0.0063693384
dataset\Comofod Dataset\test\Authentic\044_O_BC1.png,Authentic,Authentic,1,0.00755962124094367,0.9924689,0.0075311465
dataset\Comofod Dataset\test\Authentic\044_O_CA3.png,Authentic,Authentic,1,0.0036188371013849974,0.9963877,0.003612282
dataset\Comofod Dataset\test\Authentic\044_O_CR3.png,Authentic,Authentic,1,0.007831464521586895,0.9921991,0.0078009353
dataset\Comofod Dataset\test\Authentic\044_O_NA1.png,Authentic,Authentic,1,0.042436327785253525,0.9584515,0.04154848
dataset\Comofod Dataset\test\Authentic\044_O_NA2.png,Authentic,Authentic,1,0.011568723246455193,0.9884979,0.011502086
dataset\Comofod Dataset\test\Authentic\045_O_IB2.png,Authentic,Authentic,1,0.2867220342159271,0.7507204,0.24927963
dataset\Comofod Dataset\test\Authentic\045_O_IB3.png,Authentic,Authentic,1,0.390450119972229,0.6767522,0.3232478
dataset\Comofod Dataset\test\Authentic\045_O_JC1.jpg,Authentic,Authentic,1,0.5734052062034607,0.563603,0.43639708
dataset\Comofod Dataset\test\Authentic\045_O_JC2.jpg,Authentic,Authentic,1,0.3020699918270111,0.7392863,0.26071373
dataset\Comofod Dataset\test\Authentic\045_O_JC3.jpg,Authentic,Authentic,1,0.032683420926332474,0.9678449,0.032155104
dataset\Comofod Dataset\test\Authentic\046_O_BC1.png,Authentic,Authentic,1,0.00931110791862011,0.99073213,0.009267891
dataset\Comofod Dataset\test\Authentic\046_O_CA3.png,Authentic,Authentic,1,0.007490525022149086,0.99253744,0.0074625295
dataset\Comofod Dataset\test\Authentic\046_O_JC8.jpg,Authentic,Authentic,1,0.01888006366789341,0.9812971,0.018702937
dataset\Comofod Dataset\test\Authentic\046_O_NA2.png,Authentic,Authentic,1,0.02963770367205143,0.9707972,0.02920287
dataset\Comofod Dataset\test\Authentic\046_O_NA3.png,Authentic,Authentic,1,0.015909753739833832,0.98421615,0.015783805
dataset\Comofod Dataset\test\Authentic\047_O_JC4.jpg,Authentic,Authentic,1,0.022393453866243362,0.97785544,0.0221446
dataset\Comofod Dataset\test\Authentic\047_O_JC5.jpg,Authentic,Authentic,1,0.06488507986068726,0.93717515,0.06282488
dataset\Comofod Dataset\test\Authentic\047_O_JC6.jpg,Authentic,Authentic,1,0.03782908618450165,0.9628775,0.03712249
dataset\Comofod Dataset\test\Authentic\047_O_NA3.png,Authentic,Authentic,1,0.012073296122252941,0.9879993,0.012000712
dataset\Comofod Dataset\test\Authentic\048_O_CA2.png,Authentic,Authentic,1,0.0034929236862808466,0.9965132,0.003486864
dataset\Comofod Dataset\test\Authentic\048_O_CA3.png,Authentic,Authentic,1,0.0041783656924963,0.99583036,0.004169688
dataset\Comofod Dataset\test\Authentic\048_O_CR3.png,Authentic,Authentic,1,0.002490753773599863,0.99751234,0.0024876085
dataset\Comofod Dataset\test\Authentic\048_O_JC2.jpg,Authentic,Authentic,1,0.001211266964673996,0.9987895,0.0012105638
dataset\Comofod Dataset\test\Authentic\048_O_NA1.png,Authentic,Authentic,1,0.0002727136597968638,0.9997273,0.0002726595
dataset\Comofod Dataset\test\Authentic\049_O_IB1.png,Authentic,Authentic,1,0.00043108707177452743,0.999569,0.00043093727
dataset\Comofod Dataset\test\Authentic\049_O_IB2.png,Authentic,Authentic,1,0.0017127619357779622,0.9982887,0.0017113375
dataset\Comofod Dataset\test\Authentic\049_O_IB3.png,Authentic,Authentic,1,0.005380790680646896,0.9946337,0.0053663393
dataset\Comofod Dataset\test\Authentic\050_O_IB2.png,Authentic,Authentic,1,0.00854573491960764,0.99149066,0.008509371
dataset\Comofod Dataset\test\Authentic\050_O_JC6.jpg,Authentic,Authentic,1,0.0008904544520191848,0.9991099,0.00089002145
dataset\Comofod Dataset\test\Authentic\050_O_NA2.png,Authentic,Authentic,1,0.005945970769971609,0.99407166,0.0059283455
dataset\Comofod Dataset\test\Authentic\051_O.png,Authentic,Authentic,1,0.0019394413102418184,0.99806243,0.0019375075
dataset\Comofod Dataset\test\Authentic\051_O_CR3.png,Authentic,Authentic,1,0.0009924016194418073,0.9990081,0.0009918715
dataset\Comofod Dataset\test\Authentic\051_O_JC6.jpg,Authentic,Authentic,1,0.0008904544520191848,0.9991099,0.00089002145
dataset\Comofod Dataset\test\Authentic\052_O_BC2.png,Authentic,Authentic,1,0.002399781486019492,0.9976031,0.0023969635
dataset\Comofod Dataset\test\Authentic\052_O_CA1.png,Authentic,Authentic,1,0.0010152667528018355,0.99898523,0.001014728
dataset\Comofod Dataset\test\Authentic\052_O_CA2.png,Authentic,Authentic,1,0.001313062384724617,0.9986878,0.001312165
dataset\Comofod Dataset\test\Authentic\052_O_CA3.png,Authentic,Authentic,1,0.0009137984015978873,0.9990866,0.00091336056
dataset\Comofod Dataset\test\Authentic\052_O_CR2.png,Authentic,Authentic,1,0.0009041512385010719,0.9990963,0.0009037917
dataset\Comofod Dataset\test\Authentic\052_O_IB1.png,Authentic,Authentic,1,0.02415897138416767,0.97613055,0.023869503
dataset\Comofod Dataset\test\Authentic\052_O_JC6.jpg,Authentic,Authentic,1,0.0008904544520191848,0.9991099,0.00089002145
dataset\Comofod Dataset\test\Authentic\053_O_CA2.png,Authentic,Authentic,1,0.0011118428083136678,0.9988888,0.001111232
dataset\Comofod Dataset\test\Authentic\053_O_CR1.png,Authentic,Authentic,1,0.0009087961516343057,0.9990916,0.0009084283
dataset\Comofod Dataset\test\Authentic\053_O_IB1.png,Authentic,Authentic,1,0.0022400543093681335,0.99776244,0.0022375167
dataset\Comofod Dataset\test\Authentic\053_O_NA1.png,Authentic,Authentic,1,0.0034304363653063774,0.9965754,0.0034245243
dataset\Comofod Dataset\test\Authentic\054_O_CR1.png,Authentic,Authentic,1,0.0009087961516343057,0.9990916,0.0009084283
dataset\Comofod Dataset\test\Authentic\054_O_JC3.jpg,Authentic,Authentic,1,0.0023047570139169693,0.9976979,0.0023021377
dataset\Comofod Dataset\test\Authentic\054_O_JC9.jpg,Authentic,Authentic,1,0.0009004590683616698,0.99909997,0.0009000547
dataset\Comofod Dataset\test\Authentic\056_O_IB1.png,Authentic,Authentic,1,0.0032201362773776054,0.99678504,0.0032149728
dataset\Comofod Dataset\test\Authentic\056_O_IB3.png,Authentic,Authentic,1,0.025773147121071815,0.97455615,0.025443858
dataset\Comofod Dataset\test\Authentic\056_O_JC5.jpg,Authentic,Authentic,1,0.001462343498133123,0.99853873,0.0014612336
dataset\Comofod Dataset\test\Authentic\057_O_IB2.png,Authentic,Authentic,1,0.010175259783864021,0.98987633,0.010123648
dataset\Comofod Dataset\test\Authentic\057_O_JC6.jpg,Authentic,Authentic,1,0.0019208805169910192,0.99808097,0.0019190757
dataset\Comofod Dataset\test\Authentic\057_O_JC9.jpg,Authentic,Authentic,1,0.0020785173401236534,0.9979236,0.0020763644
dataset\Comofod Dataset\test\Authentic\057_O_NA3.png,Authentic,Authentic,1,0.002031288342550397,0.99797076,0.0020292464
dataset\Comofod Dataset\test\Authentic\058_O_BC2.png,Authentic,Authentic,1,0.02148391492664814,0.9787452,0.02125473
dataset\Comofod Dataset\test\Authentic\058_O_CA2.png,Authentic,Authentic,1,0.02240382879972458,0.97784525,0.022154715
dataset\Comofod Dataset\test\Authentic\058_O_IB1.png,Authentic,Authentic,1,0.00737681332975626,0.99265033,0.007349722
dataset\Comofod Dataset\test\Authentic\058_O_JC8.jpg,Authentic,Authentic,1,0.011227523908019066,0.9888353,0.011164763
