image_path,true_label,pred_label,correct,prob_Authentic,prob_Forged
dataset\CASIA2\train\Authentic\Au_ani_00075.jpg,Authentic,Authentic,1,0.9755643,0.024435729
dataset\CASIA2\train\Authentic\Au_ani_00076.jpg,Authentic,Authentic,1,0.89590687,0.10409311
dataset\CASIA2\train\Authentic\Au_ani_00077.jpg,Authentic,Forged,0,0.43298742,0.56701255
dataset\CASIA2\train\Authentic\Au_ani_00078.jpg,Authentic,Authentic,1,0.99567467,0.0043253326
dataset\CASIA2\train\Authentic\Au_ani_00080.jpg,Authentic,Authentic,1,0.9812634,0.018736605
dataset\CASIA2\train\Authentic\Au_ani_00081.jpg,Authentic,Authentic,1,0.9879424,0.012057641
dataset\CASIA2\train\Authentic\Au_ani_00083.jpg,Authentic,Authentic,1,0.981727,0.018272983
dataset\CASIA2\train\Authentic\Au_ani_00085.jpg,Authentic,Authentic,1,0.9995598,0.00044019782
dataset\CASIA2\train\Authentic\Au_ani_00086.jpg,Authentic,Authentic,1,0.99383545,0.006164541
dataset\CASIA2\train\Authentic\Au_ani_00088.jpg,Authentic,Authentic,1,0.81779104,0.18220896
dataset\CASIA2\train\Authentic\Au_ani_00090.jpg,Authentic,Authentic,1,0.999141,0.0008589894
dataset\CASIA2\train\Authentic\Au_ani_00094.jpg,Authentic,Authentic,1,0.91869885,0.08130113
dataset\CASIA2\train\Authentic\Au_ani_00095.jpg,Authentic,Authentic,1,0.99421567,0.005784317
dataset\CASIA2\train\Authentic\Au_ani_00096.jpg,Authentic,Authentic,1,0.9965718,0.003428214
dataset\CASIA2\train\Authentic\Au_ani_00097.jpg,Authentic,Authentic,1,0.9762896,0.023710383
dataset\CASIA2\train\Authentic\Au_ani_00099.jpg,Authentic,Authentic,1,0.54566175,0.45433825
dataset\CASIA2\train\Authentic\Au_ani_00100.jpg,Authentic,Authentic,1,0.73788416,0.26211584
dataset\CASIA2\train\Authentic\Au_ani_10001.jpg,Authentic,Authentic,1,0.806018,0.19398206
dataset\CASIA2\train\Authentic\Au_ani_10002.jpg,Authentic,Authentic,1,0.76565975,0.2343403
dataset\CASIA2\train\Authentic\Au_ani_10004.jpg,Authentic,Authentic,1,0.8264493,0.17355077
dataset\CASIA2\train\Authentic\Au_ani_10005.jpg,Authentic,Authentic,1,0.9832287,0.016771361
dataset\CASIA2\train\Authentic\Au_ani_10101.jpg,Authentic,Authentic,1,0.5615207,0.43847927
dataset\CASIA2\train\Authentic\Au_ani_10103.jpg,Authentic,Authentic,1,0.50446415,0.49553582
dataset\CASIA2\train\Authentic\Au_ani_10105.jpg,Authentic,Authentic,1,0.76786995,0.23213008
dataset\CASIA2\train\Authentic\Au_ani_10106.jpg,Authentic,Authentic,1,0.8499924,0.1500076
dataset\CASIA2\train\Authentic\Au_ani_10107.jpg,Authentic,Authentic,1,0.8297201,0.17027986
dataset\CASIA2\train\Authentic\Au_ani_10109.jpg,Authentic,Authentic,1,0.94763863,0.05236138
dataset\CASIA2\train\Authentic\Au_ani_10110.jpg,Authentic,Authentic,1,0.5750408,0.4249592
dataset\CASIA2\train\Authentic\Au_ani_10112.jpg,Authentic,Forged,0,0.40552998,0.59447
dataset\CASIA2\train\Authentic\Au_ani_10113.jpg,Authentic,Forged,0,0.45734733,0.54265267
dataset\CASIA2\train\Authentic\Au_ani_10114.jpg,Authentic,Forged,0,0.40595984,0.5940402
dataset\CASIA2\train\Authentic\Au_ani_10115.jpg,Authentic,Forged,0,0.38827327,0.6117267
dataset\CASIA2\train\Authentic\Au_ani_10119.jpg,Authentic,Authentic,1,0.8550862,0.14491378
dataset\CASIA2\train\Authentic\Au_ani_10120.jpg,Authentic,Authentic,1,0.59685755,0.40314245
dataset\CASIA2\train\Authentic\Au_ani_10121.jpg,Authentic,Authentic,1,0.8581945,0.1418055
dataset\CASIA2\train\Authentic\Au_ani_10122.jpg,Authentic,Authentic,1,0.76238614,0.23761386
dataset\CASIA2\train\Authentic\Au_ani_10123.jpg,Authentic,Authentic,1,0.6961653,0.30383468
dataset\CASIA2\train\Authentic\Au_ani_10125.jpg,Authentic,Authentic,1,0.96135974,0.038640283
dataset\CASIA2\train\Authentic\Au_ani_10126.jpg,Authentic,Authentic,1,0.82462674,0.17537327
dataset\CASIA2\train\Authentic\Au_ani_10127.jpg,Authentic,Forged,0,0.18784656,0.81215346
dataset\CASIA2\train\Authentic\Au_ani_10129.jpg,Authentic,Authentic,1,0.84767,0.15232995
dataset\CASIA2\train\Authentic\Au_ani_10130.jpg,Authentic,Forged,0,0.28386244,0.7161375
dataset\CASIA2\train\Authentic\Au_ani_10131.jpg,Authentic,Forged,0,0.3542687,0.6457313
dataset\CASIA2\train\Authentic\Au_ani_10132.jpg,Authentic,Authentic,1,0.93132883,0.06867123
dataset\CASIA2\train\Authentic\Au_ani_10135.jpg,Authentic,Authentic,1,0.6675733,0.3324268
dataset\CASIA2\train\Authentic\Au_ani_10136.jpg,Authentic,Authentic,1,0.9854748,0.014525215
dataset\CASIA2\train\Authentic\Au_ani_10140.jpg,Authentic,Authentic,1,0.90232164,0.09767834
dataset\CASIA2\train\Authentic\Au_ani_10141.jpg,Authentic,Authentic,1,0.7835288,0.21647124
dataset\CASIA2\train\Authentic\Au_ani_10143.jpg,Authentic,Authentic,1,0.5599805,0.44001952
dataset\CASIA2\train\Authentic\Au_ani_10145.jpg,Authentic,Authentic,1,0.89458036,0.10541959
dataset\CASIA2\train\Authentic\Au_ani_10146.jpg,Authentic,Authentic,1,0.83276105,0.16723894
dataset\CASIA2\train\Authentic\Au_ani_10147.jpg,Authentic,Authentic,1,0.97085506,0.029144911
dataset\CASIA2\train\Authentic\Au_ani_10148.jpg,Authentic,Authentic,1,0.8709661,0.12903388
dataset\CASIA2\train\Authentic\Au_ani_10152.jpg,Authentic,Forged,0,0.4780299,0.52197003
dataset\CASIA2\train\Authentic\Au_ani_10155.jpg,Authentic,Authentic,1,0.9836886,0.016311418
dataset\CASIA2\train\Authentic\Au_ani_10156.jpg,Authentic,Authentic,1,0.9031262,0.09687387
dataset\CASIA2\train\Authentic\Au_ani_10157.jpg,Authentic,Authentic,1,0.55399287,0.44600707
dataset\CASIA2\train\Authentic\Au_ani_10160.jpg,Authentic,Authentic,1,0.98067,0.019329946
dataset\CASIA2\train\Authentic\Au_ani_10161.jpg,Authentic,Authentic,1,0.994334,0.005666073
dataset\CASIA2\train\Authentic\Au_ani_10164.jpg,Authentic,Authentic,1,0.8524543,0.14754574
dataset\CASIA2\train\Authentic\Au_ani_10165.jpg,Authentic,Authentic,1,0.9177167,0.08228327
dataset\CASIA2\train\Authentic\Au_ani_10169.jpg,Authentic,Forged,0,0.43230695,0.56769305
dataset\CASIA2\train\Authentic\Au_ani_10170.jpg,Authentic,Authentic,1,0.7912825,0.20871751
dataset\CASIA2\train\Authentic\Au_ani_10173.jpg,Authentic,Forged,0,0.49235174,0.5076482
dataset\CASIA2\train\Authentic\Au_ani_10175.jpg,Authentic,Authentic,1,0.9928018,0.007198182
dataset\CASIA2\train\Authentic\Au_ani_10176.jpg,Authentic,Authentic,1,0.97456634,0.025433643
dataset\CASIA2\train\Authentic\Au_ani_10177.jpg,Authentic,Authentic,1,0.99926656,0.00073345995
dataset\CASIA2\train\Authentic\Au_ani_10178.jpg,Authentic,Authentic,1,0.982307,0.01769302
dataset\CASIA2\train\Authentic\Au_ani_10182.jpg,Authentic,Authentic,1,0.88893485,0.1110651
dataset\CASIA2\train\Authentic\Au_ani_10183.jpg,Authentic,Authentic,1,0.98953503,0.010464967
dataset\CASIA2\train\Authentic\Au_ani_10184.jpg,Authentic,Authentic,1,0.98703486,0.012965076
dataset\CASIA2\train\Authentic\Au_ani_10185.jpg,Authentic,Authentic,1,0.9938061,0.0061938646
dataset\CASIA2\train\Authentic\Au_ani_10190.jpg,Authentic,Authentic,1,0.9888996,0.0111004375
dataset\CASIA2\train\Authentic\Au_ani_10192.jpg,Authentic,Authentic,1,0.82250124,0.17749871
dataset\CASIA2\train\Authentic\Au_ani_10194.jpg,Authentic,Authentic,1,0.82593167,0.17406833
dataset\CASIA2\train\Authentic\Au_ani_10195.jpg,Authentic,Authentic,1,0.91311157,0.08688839
dataset\CASIA2\train\Authentic\Au_ani_10197.jpg,Authentic,Authentic,1,0.9883774,0.011622631
dataset\CASIA2\train\Authentic\Au_ani_10198.jpg,Authentic,Authentic,1,0.90383816,0.096161835
dataset\CASIA2\train\Authentic\Au_ani_10199.jpg,Authentic,Authentic,1,0.7978271,0.20217286
dataset\CASIA2\train\Authentic\Au_ani_10201.jpg,Authentic,Authentic,1,0.77280617,0.2271938
dataset\CASIA2\train\Authentic\Au_ani_10202.jpg,Authentic,Authentic,1,0.94210327,0.057896685
dataset\CASIA2\train\Authentic\Au_ani_10203.jpg,Authentic,Authentic,1,0.663233,0.33676705
dataset\CASIA2\train\Authentic\Au_ani_10204.jpg,Authentic,Authentic,1,0.9571523,0.042847678
dataset\CASIA2\train\Authentic\Au_ani_10205.jpg,Authentic,Authentic,1,0.79322416,0.20677584
dataset\CASIA2\train\Authentic\Au_ani_10207.jpg,Authentic,Authentic,1,0.96572244,0.03427759
dataset\CASIA2\train\Authentic\Au_ani_10208.jpg,Authentic,Authentic,1,0.6595076,0.34049243
dataset\CASIA2\train\Authentic\Au_ani_10209.jpg,Authentic,Authentic,1,0.9637937,0.03620624
dataset\CASIA2\train\Authentic\Au_ani_10211.jpg,Authentic,Authentic,1,0.71671534,0.28328472
dataset\CASIA2\train\Authentic\Au_ani_10212.jpg,Authentic,Authentic,1,0.562703,0.43729696
dataset\CASIA2\train\Authentic\Au_ani_10214.jpg,Authentic,Authentic,1,0.6814777,0.3185222
dataset\CASIA2\train\Authentic\Au_ani_10215.jpg,Authentic,Authentic,1,0.5814042,0.41859576
dataset\CASIA2\train\Authentic\Au_ani_10216.jpg,Authentic,Forged,0,0.2584106,0.7415894
dataset\CASIA2\train\Authentic\Au_ani_10218.jpg,Authentic,Forged,0,0.21066284,0.78933716
dataset\CASIA2\train\Authentic\Au_ani_10219.jpg,Authentic,Forged,0,0.39856637,0.6014337
dataset\CASIA2\train\Authentic\Au_ani_10220.jpg,Authentic,Authentic,1,0.8871837,0.11281628
dataset\CASIA2\train\Authentic\Au_ani_10222.jpg,Authentic,Authentic,1,0.8064801,0.19351982
dataset\CASIA2\train\Authentic\Au_ani_10223.jpg,Authentic,Authentic,1,0.9463867,0.053613283
dataset\CASIA2\train\Authentic\Au_ani_10224.jpg,Authentic,Authentic,1,0.5392824,0.46071756
dataset\CASIA2\train\Authentic\Au_ani_20001.jpg,Authentic,Authentic,1,0.96135974,0.038640283
dataset\CASIA2\train\Authentic\Au_ani_20002.jpg,Authentic,Authentic,1,0.82462674,0.17537327
dataset\CASIA2\train\Authentic\Au_ani_20004.jpg,Authentic,Authentic,1,0.58423936,0.41576067
dataset\CASIA2\train\Authentic\Au_ani_20005.jpg,Authentic,Authentic,1,0.84767,0.15232995
dataset\CASIA2\train\Authentic\Au_ani_20006.jpg,Authentic,Authentic,1,0.5392824,0.46071756
dataset\CASIA2\train\Authentic\Au_ani_20007.jpg,Authentic,Forged,0,0.21066284,0.78933716
dataset\CASIA2\train\Authentic\Au_ani_20008.jpg,Authentic,Authentic,1,0.879274,0.120726
dataset\CASIA2\train\Authentic\Au_ani_20009.jpg,Authentic,Authentic,1,0.7943911,0.20560889
dataset\CASIA2\train\Authentic\Au_ani_20011.jpg,Authentic,Authentic,1,0.6675733,0.3324268
dataset\CASIA2\train\Authentic\Au_ani_20012.jpg,Authentic,Authentic,1,0.9854748,0.014525215
dataset\CASIA2\train\Authentic\Au_ani_20013.jpg,Authentic,Authentic,1,0.5814042,0.41859576
dataset\CASIA2\train\Authentic\Au_ani_20016.jpg,Authentic,Authentic,1,0.90232164,0.09767834
dataset\CASIA2\train\Authentic\Au_ani_20018.jpg,Authentic,Authentic,1,0.562703,0.43729696
dataset\CASIA2\train\Authentic\Au_ani_20020.jpg,Authentic,Authentic,1,0.96338874,0.036611296
dataset\CASIA2\train\Authentic\Au_ani_20022.jpg,Authentic,Authentic,1,0.83276105,0.16723894
dataset\CASIA2\train\Authentic\Au_ani_20023.jpg,Authentic,Authentic,1,0.97085506,0.029144911
dataset\CASIA2\train\Authentic\Au_ani_20025.jpg,Authentic,Authentic,1,0.9309314,0.06906858
dataset\CASIA2\train\Authentic\Au_ani_20027.jpg,Authentic,Authentic,1,0.9636012,0.03639882
dataset\CASIA2\train\Authentic\Au_ani_20029.jpg,Authentic,Authentic,1,0.91601443,0.08398557
dataset\CASIA2\train\Authentic\Au_ani_20030.jpg,Authentic,Forged,0,0.3284086,0.67159134
dataset\CASIA2\train\Authentic\Au_ani_20031.jpg,Authentic,Authentic,1,0.9836886,0.016311418
dataset\CASIA2\train\Authentic\Au_ani_20032.jpg,Authentic,Authentic,1,0.9031262,0.09687387
dataset\CASIA2\train\Authentic\Au_ani_20034.jpg,Authentic,Forged,0,0.09517838,0.9048217
dataset\CASIA2\train\Authentic\Au_ani_20035.jpg,Authentic,Authentic,1,0.9430537,0.056946248
dataset\CASIA2\train\Authentic\Au_ani_20036.jpg,Authentic,Authentic,1,0.98067,0.019329946
dataset\CASIA2\train\Authentic\Au_ani_20037.jpg,Authentic,Authentic,1,0.994334,0.005666073
dataset\CASIA2\train\Authentic\Au_ani_20040.jpg,Authentic,Authentic,1,0.8524543,0.14754574
dataset\CASIA2\train\Authentic\Au_ani_20041.jpg,Authentic,Authentic,1,0.96572244,0.03427759
dataset\CASIA2\train\Authentic\Au_ani_20042.jpg,Authentic,Authentic,1,0.75687736,0.24312262
dataset\CASIA2\train\Authentic\Au_ani_20043.jpg,Authentic,Authentic,1,0.5156028,0.48439717
dataset\CASIA2\train\Authentic\Au_ani_20048.jpg,Authentic,Forged,0,0.37347156,0.62652844
dataset\CASIA2\train\Authentic\Au_ani_20049.jpg,Authentic,Authentic,1,0.6318164,0.3681836
dataset\CASIA2\train\Authentic\Au_ani_20050.jpg,Authentic,Authentic,1,0.79322416,0.20677584
dataset\CASIA2\train\Authentic\Au_ani_20051.jpg,Authentic,Authentic,1,0.9928018,0.007198182
dataset\CASIA2\train\Authentic\Au_ani_20052.jpg,Authentic,Authentic,1,0.97456634,0.025433643
dataset\CASIA2\train\Authentic\Au_ani_20053.jpg,Authentic,Authentic,1,0.99926656,0.00073345995
dataset\CASIA2\train\Authentic\Au_ani_20054.jpg,Authentic,Authentic,1,0.982307,0.01769302
dataset\CASIA2\train\Authentic\Au_ani_20055.jpg,Authentic,Authentic,1,0.94817966,0.05182035
dataset\CASIA2\train\Authentic\Au_ani_20057.jpg,Authentic,Authentic,1,0.91091126,0.089088745
dataset\CASIA2\train\Authentic\Au_ani_20059.jpg,Authentic,Authentic,1,0.9883774,0.011622631
dataset\CASIA2\train\Authentic\Au_ani_20061.jpg,Authentic,Authentic,1,0.9938061,0.0061938646
dataset\CASIA2\train\Authentic\Au_ani_20062.jpg,Authentic,Authentic,1,0.8366723,0.16332765
dataset\CASIA2\train\Authentic\Au_ani_20063.jpg,Authentic,Forged,0,0.48887986,0.51112014
dataset\CASIA2\train\Authentic\Au_ani_20064.jpg,Authentic,Authentic,1,0.5368951,0.4631049
dataset\CASIA2\train\Authentic\Au_ani_20065.jpg,Authentic,Authentic,1,0.8963248,0.10367518
dataset\CASIA2\train\Authentic\Au_ani_20066.jpg,Authentic,Authentic,1,0.9888996,0.0111004375
dataset\CASIA2\train\Authentic\Au_ani_20069.jpg,Authentic,Authentic,1,0.9518504,0.048149664
dataset\CASIA2\train\Authentic\Au_ani_20070.jpg,Authentic,Authentic,1,0.82593167,0.17406833
dataset\CASIA2\train\Authentic\Au_ani_30004.jpg,Authentic,Authentic,1,0.9969324,0.003067573
dataset\CASIA2\train\Authentic\Au_ani_30005.jpg,Authentic,Authentic,1,0.9997602,0.00023974857
dataset\CASIA2\train\Authentic\Au_ani_30006.jpg,Authentic,Authentic,1,0.98298013,0.017019892
dataset\CASIA2\train\Authentic\Au_ani_30008.jpg,Authentic,Authentic,1,0.996977,0.0030229995
dataset\CASIA2\train\Authentic\Au_ani_30009.jpg,Authentic,Authentic,1,0.9994585,0.00054152566
dataset\CASIA2\train\Authentic\Au_ani_30013.jpg,Authentic,Authentic,1,0.9988927,0.0011072936
dataset\CASIA2\train\Authentic\Au_ani_30014.jpg,Authentic,Authentic,1,0.99880064,0.0011993399
dataset\CASIA2\train\Authentic\Au_ani_30016.jpg,Authentic,Authentic,1,0.9989525,0.001047448
dataset\CASIA2\train\Authentic\Au_ani_30020.jpg,Authentic,Authentic,1,0.9987564,0.0012435415
dataset\CASIA2\train\Authentic\Au_ani_30021.jpg,Authentic,Authentic,1,0.9998857,0.000114358125
dataset\CASIA2\train\Authentic\Au_ani_30022.jpg,Authentic,Authentic,1,0.9997478,0.00025212372
dataset\CASIA2\train\Authentic\Au_ani_30024.jpg,Authentic,Authentic,1,0.9988148,0.0011851686
dataset\CASIA2\train\Authentic\Au_ani_30025.jpg,Authentic,Authentic,1,0.9998945,0.00010543017
dataset\CASIA2\train\Authentic\Au_ani_30027.jpg,Authentic,Authentic,1,0.9998234,0.00017659723
dataset\CASIA2\train\Authentic\Au_ani_30028.jpg,Authentic,Authentic,1,0.98253804,0.017461961
dataset\CASIA2\train\Authentic\Au_ani_30029.jpg,Authentic,Authentic,1,0.99981827,0.0001817642
dataset\CASIA2\train\Authentic\Au_ani_30031.jpg,Authentic,Authentic,1,0.9903812,0.009618778
dataset\CASIA2\train\Authentic\Au_ani_30032.jpg,Authentic,Authentic,1,0.9924994,0.007500557
dataset\CASIA2\train\Authentic\Au_ani_30033.jpg,Authentic,Authentic,1,0.9592003,0.040799636
dataset\CASIA2\train\Authentic\Au_ani_30034.jpg,Authentic,Authentic,1,0.99627507,0.003724912
dataset\CASIA2\train\Authentic\Au_ani_30035.jpg,Authentic,Authentic,1,0.99974185,0.0002581927
dataset\CASIA2\train\Authentic\Au_ani_30037.jpg,Authentic,Authentic,1,0.9970963,0.0029037336
dataset\CASIA2\train\Authentic\Au_ani_30040.jpg,Authentic,Authentic,1,0.9986344,0.0013655553
dataset\CASIA2\train\Authentic\Au_ani_30041.jpg,Authentic,Authentic,1,0.94351375,0.0564863
dataset\CASIA2\train\Authentic\Au_ani_30043.jpg,Authentic,Authentic,1,0.9138611,0.08613888
dataset\CASIA2\train\Authentic\Au_ani_30044.jpg,Authentic,Authentic,1,0.99995387,4.614451e-05
dataset\CASIA2\train\Authentic\Au_ani_30045.jpg,Authentic,Authentic,1,0.9999734,2.6534382e-05
dataset\CASIA2\train\Authentic\Au_ani_30047.jpg,Authentic,Authentic,1,0.9952213,0.004778659
dataset\CASIA2\train\Authentic\Au_ani_30050.jpg,Authentic,Authentic,1,0.9993849,0.00061512645
dataset\CASIA2\train\Authentic\Au_ani_30051.jpg,Authentic,Authentic,1,0.99931276,0.000687266
dataset\CASIA2\train\Authentic\Au_ani_30052.jpg,Authentic,Authentic,1,0.998066,0.0019339572
dataset\CASIA2\train\Authentic\Au_ani_30053.jpg,Authentic,Authentic,1,0.99984276,0.00015723449
dataset\CASIA2\train\Authentic\Au_ani_30054.jpg,Authentic,Authentic,1,0.9759487,0.02405132
dataset\CASIA2\train\Authentic\Au_ani_30056.jpg,Authentic,Authentic,1,0.9998646,0.00013544587
dataset\CASIA2\train\Authentic\Au_ani_30058.jpg,Authentic,Authentic,1,0.99723524,0.0027647887
dataset\CASIA2\train\Authentic\Au_ani_30062.jpg,Authentic,Authentic,1,0.99986446,0.00013554354
dataset\CASIA2\train\Authentic\Au_ani_30063.jpg,Authentic,Authentic,1,0.9985073,0.001492644
dataset\CASIA2\train\Authentic\Au_ani_30064.jpg,Authentic,Authentic,1,0.9998821,0.000117876705
dataset\CASIA2\train\Authentic\Au_ani_30065.jpg,Authentic,Authentic,1,0.9826921,0.017307846
dataset\CASIA2\train\Authentic\Au_ani_30066.jpg,Authentic,Authentic,1,0.99973613,0.00026380387
dataset\CASIA2\train\Authentic\Au_ani_30067.jpg,Authentic,Authentic,1,0.99994004,6.000798e-05
dataset\CASIA2\train\Authentic\Au_ani_30068.jpg,Authentic,Authentic,1,0.99703825,0.002961822
dataset\CASIA2\train\Authentic\Au_ani_30070.jpg,Authentic,Authentic,1,0.99908376,0.00091621466
dataset\CASIA2\train\Authentic\Au_ani_30071.jpg,Authentic,Authentic,1,0.9998217,0.00017836023
dataset\CASIA2\train\Authentic\Au_ani_30072.jpg,Authentic,Authentic,1,0.99926764,0.0007323652
dataset\CASIA2\train\Authentic\Au_ani_30073.jpg,Authentic,Authentic,1,0.9952586,0.004741319
dataset\CASIA2\train\Authentic\Au_ani_30074.jpg,Authentic,Authentic,1,0.98710513,0.012894866
dataset\CASIA2\train\Authentic\Au_ani_30075.jpg,Authentic,Authentic,1,0.9993864,0.0006135599
dataset\CASIA2\train\Authentic\Au_ani_30077.jpg,Authentic,Authentic,1,0.99726665,0.0027333756
dataset\CASIA2\train\Authentic\Au_ani_30078.jpg,Authentic,Authentic,1,0.99851435,0.0014856721
dataset\CASIA2\train\Authentic\Au_ani_30079.jpg,Authentic,Authentic,1,0.9983829,0.0016170787
dataset\CASIA2\train\Authentic\Au_ani_30080.jpg,Authentic,Authentic,1,0.999902,9.792108e-05
dataset\CASIA2\train\Authentic\Au_ani_30081.jpg,Authentic,Authentic,1,0.99279,0.0072099515
dataset\CASIA2\train\Authentic\Au_ani_30084.jpg,Authentic,Authentic,1,0.9994055,0.0005944487
dataset\CASIA2\train\Authentic\Au_ani_30085.jpg,Authentic,Authentic,1,0.9998814,0.00011856662
dataset\CASIA2\train\Authentic\Au_ani_30086.jpg,Authentic,Authentic,1,0.9759483,0.024051707
dataset\CASIA2\train\Authentic\Au_ani_30087.jpg,Authentic,Authentic,1,0.99564207,0.0043579834
dataset\CASIA2\train\Authentic\Au_ani_30088.jpg,Authentic,Authentic,1,0.99084985,0.009150204
dataset\CASIA2\train\Authentic\Au_ani_30089.jpg,Authentic,Authentic,1,0.9723936,0.027606448
